ISBN,Sale,Score,Price
9791186639702,"4,686",8.8,"11,700"
9791186639610,36,9.5,"10,800"
9791186639405,24,,"12,150"
9791186639399,24,,"12,150"
9791186639382,12,,"12,150"
9791186639368,,,"12,150"
9791186639085,,9.3,"10,800"
9791186634950,12,9.6,"11,700"
9791186634516,36,9.6,"14,400"
9791186634264,618,9.5,"14,400"
9791186621998,624,10.0,"10,800"
9791186621943,732,9.8,"16,200"
9791186621882,852,9.7,"10,800"
9791186621851,228,9.4,"11,700"
9791186621745,60,9.8,"10,800"
9791186621707,"2,601",10.0,"10,800"
9791186621684,477,9.0,"10,800"
9791186621479,162,9.8,"10,800"
9791186621455,414,7.0,"11,700"
9791186621424,,,"10,800"
9791186621301,24,9.3,"10,800"
9791186621288,852,9.6,"11,700"
9791186621240,240,9.5,"10,800"
9791186621226,150,9.6,"10,800"
9791186621172,642,9.5,"10,800"
9791186621097,"1,182",9.6,"13,500"
9791186615560,180,9.3,"14,220"
9791186615539,"1,320",6.9,"15,750"
9791186615515,168,8.9,"12,600"
9791186615478,,9.3,"13,500"
9791186602645,"6,297",9.5,"14,400"
9791186602614,444,9.9,"11,700"
9791186602584,420,9.2,"8,910"
9791186602577,702,9.0,"13,500"
9791186602553,"3,306",8.9,"10,800"
9791186602546,834,9.9,"12,600"
9791186602515,"4,434",8.3,"10,800"
9791186602508,"1,620",9.5,"10,800"
9791186602485,"1,272",8.8,"10,800"
9791186602461,"2,286",9.1,"10,800"
9791186602447,"2,640",9.0,"10,800"
9791186602348,"1,335",8.8,"10,800"
9791186602096,354,9.8,"11,700"
9791186592489,762,9.0,"14,400"
9791186589663,,8.7,"10,800"
9791186589656,,8.7,"10,800"
9791186589649,,8.7,"10,800"
9791186589281,42,10.0,"10,800"
9791186589274,42,9.0,"10,800"
9791186589069,12,,"10,800"
9791186589038,24,9.0,"10,800"
9791186589021,24,6.0,"10,800"
9791186589014,36,9.7,"10,800"
9791186589007,174,10.0,"129,600"
9791186588970,,9.7,"16,650"
9791186588956,,9.4,"15,750"
9791186588895,"11,544",9.1,"18,900"
9791186588871,588,9.6,"18,000"
9791186588772,"1,224",9.5,"13,500"
9791186588314,"5,928",9.8,"24,300"
9791186578476,48,9.5,"21,600"
9791186561805,384,6.9,"14,850"
9791186560976,"1,308",9.5,"14,220"
9791186560952,"1,404",8.8,"13,500"
9791186560792,"1,818",9.7,"13,320"
9791186560785,"16,806",9.1,"14,220"
9791186560747,"2,652",9.8,"14,220"
9791186560655,,9.3,"17,820"
9791186560204,930,9.5,"14,220"
9791186560129,,9.6,"13,410"
9791186560112,,9.8,"13,500"
9791186559628,762,,"19,800"
9791186552735,90,,"10,800"
9791186552704,90,,"10,800"
9791186552698,60,10.0,"10,800"
9791186552681,60,10.0,"10,800"
9791186552674,72,10.0,"10,800"
9791186552667,24,10.0,"10,800"
9791186552650,180,10.0,"10,800"
9791186542637,108,10.0,"18,000"
9791186542200,"1,002",9.6,"14,400"
9791186542187,156,8.9,"15,300"
9791186531969,"2,040",9.5,"11,700"
9791186531860,"1,683",9.6,"10,800"
9791186531808,276,10.0,"12,150"
9791186531778,"2,658",10.0,"13,500"
9791186531761,,,
9791186531679,834,10.0,"11,700"
9791186531648,"5,118",9.4,"10,800"
9791186531631,,,
9791186531525,384,10.0,"11,700"
9791186531303,246,9.8,"9,900"
9791186518328,36,8.8,"11,700"
9791186517949,,9.1,"11,700"
9791186499375,,9.3,"16,200"
9791186494660,"4,758",9.5,"12,600"
9791186494622,"8,544",9.8,"13,500"
9791186494615,"20,886",9.8,"10,350"
9791186494592,"12,939",9.8,"11,520"
9791186494561,"20,682",9.7,"10,350"
9791186494530,"18,099",9.8,"11,250"
9791186494479,"30,021",9.6,"10,350"
9791186494431,"70,437",9.4,"12,600"
9791186494103,36,9.1,"13,320"
9791186490914,480,9.8,"10,800"
9791186490839,114,9.9,"10,800"
9791186490785,48,,"10,800"
9791186490778,"1,596",9.4,"10,800"
9791186490600,"1,608",9.1,"9,900"
9791186490525,12,10.0,"10,800"
9791186490518,741,9.4,"10,800"
9791186490105,108,9.5,"9,900"
9791186472989,114,9.7,"8,550"
9791186472927,216,10.0,"8,550"
9791186472903,426,10.0,"8,550"
9791186472859,,,
9791186472842,,,
9791186472835,"2,166",9.8,"8,550"
9791186472828,,,
9791186472514,366,9.7,"8,550"
9791186472484,354,9.5,"8,550"
9791186472477,348,8.8,"8,550"
9791186472460,288,10.0,"8,550"
9791186472453,462,9.7,"8,550"
9791186463499,978,10.0,"13,320"
9791186463055,36,9.3,"12,420"
9791186452707,804,9.7,"10,800"
9791186419694,24,10.0,"8,550"
9791186419618,84,10.0,"12,350"
9791186419557,36,9.6,"10,450"
9791186419472,54,9.8,"10,450"
9791186419458,96,9.4,"10,450"
9791186419045,78,9.6,"9,020"
9791186400036,36,7.0,"10,800"
9791186389065,,9.1,"12,150"
9791186372845,894,9.5,"13,500"
9791186372838,558,8.7,"9,900"
9791186372821,666,9.4,"25,200"
9791186372791,"2,997",9.7,"11,700"
9791186372005,,10.0,"8,550"
9791186361894,642,9.4,"12,420"
9791186361542,588,10.0,"11,700"
9791186361399,756,8.5,"10,800"
9791186361368,,9.3,"10,800"
9791186358788,"4,686",9.1,"20,700"
9791186358580,186,9.9,"14,400"
9791186358320,588,8.8,"13,500"
9791186351338,138,,"14,400"
9791186351062,"4,584",9.7,"13,500"
9791186343135,,9.3,"17,820"
9791186342329,330,,"13,500"
9791186342305,90,10.0,"10,800"
9791186342169,747,9.3,"11,700"
9791186340691,660,9.4,"12,780"
9791186340257,216,8.6,"15,750"
9791186340240,204,8.6,"15,750"
9791186316191,12,9.7,"10,260"
9791186315033,,8.0,"14,400"
9791186293935,168,8.7,"10,800"
9791186288474,504,9.6,"21,660"
9791186288450,426,9.3,"18,810"
9791186288436,378,9.3,"26,600"
9791186276983,216,9.4,"13,500"
9791186276907,300,9.4,"11,700"
9791186276600,"1,362",9.4,"13,500"
9791186274866,426,9.7,"10,800"
9791186274859,144,9.9,"12,600"
9791186274798,"1,914",8.5,"12,150"
9791186274637,"2,283",9.4,"14,310"
9791186274156,"7,020",8.7,"8,910"
9791186256923,"1,218",8.1,"15,120"
9791186253090,42,9.7,"9,900"
9791186253052,42,9.0,"9,900"
9791186253007,24,9.6,"9,900"
9791186245385,"1,062",9.6,"12,600"
9791186222270,768,9.6,"13,050"
9791186222188,360,9.4,"17,550"
9791186222089,432,9.9,"13,500"
9791186213810,,9.9,"12,600"
9791186213698,,9.7,"12,600"
9791186213674,,9.8,"12,600"
9791186213629,,9.6,"12,600"
9791186213612,,9.8,"12,600"
9791186213582,,9.9,"12,600"
9791186213520,,9.7,"11,700"
9791186213445,,9.8,"11,700"
9791186213391,,9.6,"11,700"
9791186213377,,9.9,"11,700"
9791186213360,,9.6,"11,700"
9791186213278,,9.9,"11,700"
9791186213261,,9.8,"11,700"
9791186213254,,9.6,"11,700"
9791186213186,,9.4,"11,700"
9791186213179,,9.9,"11,700"
9791186213155,,9.8,"11,700"
9791186213148,,9.8,"11,700"
9791186201954,234,10.0,"9,900"
9791186201909,108,10.0,"9,900"
9791186201886,12,10.0,"11,700"
9791186201879,600,9.9,"9,900"
9791186201855,348,10.0,"9,900"
9791186201848,570,9.9,"9,900"
9791186201817,12,10.0,"9,900"
9791186201794,48,9.9,"9,900"
9791186201763,60,9.8,"9,900"
9791186201725,156,9.9,"9,900"
9791186201640,270,10.0,"11,700"
9791186201596,,9.9,"15,120"
9791186201541,,10.0,"6,750"
9791186201534,,9.3,"6,750"
9791186201527,,10.0,"6,750"
9791186201510,,10.0,"6,750"
9791186201503,,10.0,"6,750"
9791186201497,,9.8,"6,750"
9791186201480,,10.0,"6,750"
9791186201473,,9.5,"6,750"
9791186201466,,10.0,"6,750"
9791186201459,,10.0,"6,750"
9791186201442,,9.7,"6,750"
9791186201435,,9.9,"6,750"
9791186201350,,10.0,"6,750"
9791186201343,,9.9,"6,750"
9791186201336,,10.0,"6,750"
9791186201275,,9.7,"6,750"
9791186201138,,9.3,"6,750"
9791186201121,,9.3,"6,750"
9791186201107,,9.3,"6,750"
9791186201091,,9.6,"6,750"
9791186201084,,9.8,"6,750"
9791186198698,12,9.0,"14,850"
9791186198520,348,8.8,"11,700"
9791186198476,"3,114",8.5,"15,300"
9791186198230,"1,266",7.7,"13,500"
9791186195574,,8.8,"11,700"
9791186182758,696,9.7,"16,200"
9791186179468,192,9.7,"15,300"
9791186151464,"1,290",9.6,"13,950"
9791186151433,834,9.5,"13,950"
9791186151419,"1,788",9.6,"13,950"
9791186137956,"1,014",9.8,"10,620"
9791186137949,390,8.4,"12,420"
9791186137925,78,9.5,"17,100"
9791186137864,"7,884",9.3,"17,100"
9791186137635,72,9.1,"17,820"
9791186137413,,9.1,"17,820"
9791186118405,"1,248",9.5,"12,150"
9791186117651,,10.0,"9,900"
9791186117637,,9.5,"9,900"
9791186117620,78,9.5,"9,900"
9791186117590,678,9.4,"13,500"
9791186117446,"1,698",9.7,"11,700"
9791186117347,,9.3,"12,420"
9791186117002,"19,584",9.5,"14,400"
9791186116227,,,
9791186116173,"3,150",8.6,"12,420"
9791186075784,"2,970",10.0,"12,600"
9791186075616,240,10.0,"8,820"
9791186075449,"1,242",9.3,"10,710"
9791186075296,108,9.3,"10,710"
9791186075203,264,9.0,"12,150"
9791186073971,,,
9791186073834,,8.5,"21,600"
9791186073681,,9.6,"21,600"
9791186073605,,9.4,"13,950"
9791186073575,,9.6,"29,700"
9791186073551,,,
9791186065099,,9.4,"12,600"
9791186065051,,7.7,"12,150"
9791186061763,138,7.4,"13,500"
9791186039717,,8.6,"11,700"
9791186039700,"2,988",9.9,"18,000"
9791186008386,,7.3,"13,500"
9791186008324,432,9.4,"9,000"
9791186008317,198,9.2,"9,000"
9791186008232,"1,068",8.2,"13,500"
9791186000274,384,8.1,"14,400"
9791185996523,,9.3,"8,820"
9791185994598,"8,286",9.7,"37,000"
9791185992259,,9.7,"15,300"
9791185992242,,9.3,"11,700"
9791185992136,"2,286",9.3,"14,850"
9791185992006,"5,415",9.4,"19,800"
9791185973654,54,9.8,"11,700"
9791185959979,486,10.0,"12,420"
9791185959184,,9.8,"11,520"
9791185954714,546,9.8,"13,500"
9791185954707,"2,508",9.5,"13,500"
9791185954561,438,9.1,"22,000"
9791185954530,333,9.6,"18,000"
9791185952987,"27,027",9.2,"13,500"
9791185952826,"2,244",9.4,"13,500"
9791185952659,132,9.8,"12,600"
9791185952352,"2,946",9.5,"10,800"
9791185952123,,9.4,"12,600"
9791185934631,306,10.0,"11,700"
9791185934556,282,10.0,"10,800"
9791185934495,"4,266",9.7,"11,700"
9791185934365,84,9.4,"10,800"
9791185934273,"3,378",9.8,"9,000"
9791185934211,36,9.9,"11,700"
9791185928227,60,9.9,"13,050"
9791185928111,"1,008",10.0,"13,320"
9791185928081,"2,286",9.9,"15,120"
9791185903743,186,9.8,"10,800"
9791185903262,24,9.7,"9,000"
9791185903118,600,9.6,"9,000"
9791185903095,294,9.6,"9,000"
9791185903064,384,9.7,"9,000"
9791185890678,636,9.8,"18,000"
9791185890425,,8.0,"32,400"
9791185876726,168,9.8,"11,700"
9791185876375,138,9.3,"11,700"
9791185876153,60,10.0,"10,800"
9791185871936,"1,008",10.0,"12,600"
9791185871752,114,10.0,"9,900"
9791185871608,144,9.8,"9,900"
9791185871486,"1,044",9.5,"11,250"
9791185871196,108,9.6,"8,100"
9791185853925,,,
9791185853819,48,9.6,"16,200"
9791185853802,,,
9791185853611,,,
9791185853581,,,
9791185853567,,,
9791185853536,,,
9791185853383,,,
9791185853345,,,
9791185853314,,,
9791185853291,,,
9791185853284,,,
9791185853215,,,
9791185853192,,,
9791185853147,,,
9791185853079,,,
9791185853017,,,
9791185851150,60,9.6,"14,400"
9791185851075,450,9.3,"14,400"
9791185851044,138,9.4,"13,320"
9791185831978,,9.9,"14,400"
9791185831459,,9.9,"11,700"
9791185823768,180,10.0,"13,500"
9791185823638,309,9.8,"13,500"
9791185823614,"1,374",9.5,"15,300"
9791185823584,"8,241",9.6,"20,700"
9791185823270,"3,648",9.0,"13,500"
9791185801261,"1,545",9.8,"9,900"
9791185801148,42,10.0,"9,000"
9791185801117,"4,440",9.7,"10,800"
9791185801087,36,10.0,"10,350"
9791185786995,864,9.7,"9,000"
9791185786964,,9.9,"10,800"
9791185786940,72,9.7,"9,000"
9791185786698,384,9.7,"9,000"
9791185786407,201,9.5,"9,000"
9791185786353,222,9.3,"13,500"
9791185786322,24,9.1,"9,000"
9791185786261,,,
9791185786247,192,9.8,"9,000"
9791185786162,306,9.8,"9,000"
9791185786070,564,9.7,"9,000"
9791185785455,72,9.8,"24,300"
9791185785431,144,8.3,"17,100"
9791185785417,"1,302",9.1,"15,300"
9791185785387,402,9.5,"17,100"
9791185751979,630,9.4,"9,900"
9791185751917,"2,910",9.5,"11,700"
9791185751795,600,9.6,"11,700"
9791185751337,"10,629",9.7,"11,700"
9791185751177,396,9.9,"9,900"
9791185751153,,9.8,"9,900"
9791185751016,"16,017",9.9,"11,700"
9791185730172,,8.6,"13,410"
9791185716961,,,
9791185716862,480,9.1,"12,600"
9791185716640,498,9.2,"14,850"
9791185716541,"4,650",9.1,"12,600"
9791185716534,,,
9791185716435,"9,741",9.0,"13,500"
9791185716039,,,
9791185711157,,6.0,"11,520"
9791185711140,,,"11,520"
9791185676654,108,9.5,"11,700"
9791185653709,72,9.7,"12,600"
9791185653129,,10.0,"9,720"
9791185651965,,8.0,"12,420"
9791185628189,408,9.5,"11,700"
9791185628066,"2,628",9.1,"12,150"
9791185585895,"2,520",9.5,"24,300"
9791185585826,"1,650",8.2,"15,300"
9791185585772,540,10.0,"11,400"
9791185585710,336,8.6,"16,200"
9791185585611,,4.0,"14,760"
9791185585314,"1,020",8.5,"16,150"
9791185584454,"38,175",8.3,"15,120"
9791185578606,120,9.0,"30,000"
9791185578491,"18,054",9.8,"18,000"
9791185578347,"2,400",10.0,"30,000"
9791185578040,"1,620",9.3,"13,500"
9791185564999,294,9.3,"10,800"
9791185564968,"2,064",9.9,"9,900"
9791185564951,"5,853",9.7,"9,900"
9791185564333,"30,405",9.4,"8,550"
9791185564272,444,9.6,"10,800"
9791185564258,963,9.3,"10,800"
9791185564234,426,9.6,"10,800"
9791185564227,"13,215",9.8,"10,800"
9791185564210,828,9.7,"10,800"
9791185564180,588,9.8,"10,800"
9791185564173,"9,819",9.2,"14,400"
9791185564142,"1,080",9.9,"9,900"
9791185564128,"13,899",9.7,"9,900"
9791185564074,"45,504",9.8,"10,800"
9791185564050,756,9.5,"9,900"
9791185564036,12,9.4,"8,550"
9791185564012,"1,407",9.0,"9,450"
9791185541921,768,9.7,"15,750"
9791185541815,"9,927",8.8,"16,920"
9791185541754,594,9.8,"15,120"
9791185541662,,9.2,"13,500"
9791185541488,,9.5,"16,020"
9791185541402,,9.6,"14,400"
9791185541280,"1,158",9.4,"15,750"
9791185541006,,9.1,"13,500"
9791185521893,876,9.0,"14,250"
9791185521725,528,10.0,"14,250"
9791185521718,168,10.0,"14,250"
9791185521459,"1,014",9.3,"17,100"
9791185521206,390,10.0,"20,900"
9791185494944,,9.4,"9,900"
9791185494937,126,10.0,"8,550"
9791185494784,282,8.8,"9,900"
9791185494753,96,9.9,"8,550"
9791185494715,"2,001",8.6,"10,800"
9791185494692,477,9.7,"9,900"
9791185494678,,,
9791185494586,,,
9791185494579,,,
9791185494371,150,10.0,"10,800"
9791185494098,408,9.4,"9,000"
9791185482927,,,"10,800"
9791185482903,,,"10,800"
9791185475318,,10.0,"36,000"
9791185473895,"8,328",9.5,"13,320"
9791185473864,"5,250",9.7,"15,840"
9791185473741,"1,740",9.9,"14,220"
9791185473673,"4,803",9.4,"15,840"
9791185473635,"1,182",9.4,"13,320"
9791185473611,666,9.7,"15,120"
9791185473598,"5,124",9.0,"12,420"
9791185473574,282,9.8,"17,820"
9791185473284,"3,294",9.1,"14,220"
9791185473277,"5,100",9.4,"16,920"
9791185459912,"1,956",9.7,"12,600"
9791185459707,156,8.9,"10,800"
9791185459578,"8,112",9.6,"12,150"
9791185459547,"1,428",9.5,"19,800"
9791185459523,"5,604",9.3,"12,150"
9791185459431,912,9.3,"15,120"
9791185459271,"4,551",9.1,"12,150"
9791185455174,"13,764",9.9,"19,800"
9791185446349,,,
9791185439617,24,8.5,"13,500"
9791185439068,"3,519",9.0,"13,950"
9791185439044,,9.0,"15,300"
9791185435923,702,9.4,"14,400"
9791185435817,,9.6,"21,600"
9791185435756,"8,340",9.7,"11,700"
9791185435725,"2,679",8.8,"13,500"
9791185435688,630,8.8,"11,700"
9791185435602,"2,826",9.5,"21,600"
9791185435541,,10.0,"14,400"
9791185435503,978,9.2,"16,200"
9791185435466,,8.7,"14,400"
9791185435442,438,6.6,"17,100"
9791185435343,"1,764",9.2,"20,700"
9791185435008,"2,586",9.1,"10,800"
9791185431529,,8.0,"11,520"
9791185430836,,8.7,"15,750"
9791185430256,120,8.8,"17,550"
9791185430157,,8.1,"9,900"
9791185430089,,,"14,850"
9791185419961,72,8.4,"12,420"
9791185419633,186,9.2,"12,420"
9791185419121,"7,188",9.3,"10,800"
9791185415420,132,10.0,"18,000"
9791185415390,264,10.0,"13,500"
9791185415345,48,9.8,"15,300"
9791185415338,,8.4,"14,400"
9791185415178,60,10.0,"19,800"
9791185407661,,,"10,800"
9791185407654,,,"10,800"
9791185402444,846,9.8,"12,600"
9791185402437,900,9.5,"12,600"
9791185402420,996,9.5,"12,600"
9791185402413,"1,206",9.8,"12,600"
9791185402345,"3,378",9.7,"15,120"
9791185402321,732,9.6,"13,500"
9791185402307,60,9.7,"19,800"
9791185401478,"1,008",9.8,"13,050"
9791185394763,534,9.9,"10,800"
9791185394497,588,9.7,"10,800"
9791185394244,"1,110",9.8,"10,800"
9791185394237,372,9.5,"10,800"
9791185394121,864,9.7,"10,800"
9791185392998,"1,992",9.0,"16,200"
9791185392967,984,9.8,"14,400"
9791185392776,312,9.8,"18,900"
9791185392530,720,9.6,"19,800"
9791185392158,948,9.5,"10,800"
9791185392134,168,9.6,"14,850"
9791185392080,570,8.7,"12,600"
9791185370491,12,9.7,"13,500"
9791185370330,12,,"9,000"
9791185359359,132,9.8,"18,000"
9791185346946,"5,430",9.2,"14,400"
9791185346182,24,7.3,"10,800"
9791185346144,102,8.9,"12,420"
9791185330921,,9.4,"13,320"
9791185330549,96,9.3,"23,400"
9791185327013,,10.0,"11,700"
9791185311272,,,
9791185311265,,,
9791185311258,,,
9791185311241,,,
9791185311197,,,
9791185311135,,,
9791185306223,,9.2,"9,900"
9791185299976,30,9.6,"10,800"
9791185299426,714,10.0,"9,000"
9791185299044,"1,686",9.7,"8,550"
9791185298979,180,10.0,"10,800"
9791185298467,18,10.0,"9,000"
9791185272573,,9.3,"16,200"
9791185272528,228,9.3,"18,000"
9791185271385,,9.1,"13,500"
9791185237435,36,10.0,"11,250"
9791185237374,108,,"12,600"
9791185237343,"1,410",9.6,"12,600"
9791185237282,132,10.0,"13,500"
9791185230368,,8.7,"13,500"
9791185230191,,8.2,"16,200"
9791185193977,,9.9,"11,700"
9791185193861,,9.9,"11,700"
9791185193649,,9.6,"11,700"
9791185190488,150,8.9,"12,600"
9791185190464,12,8.3,"13,320"
9791185190457,24,9.1,"11,700"
9791185190433,114,9.1,"13,500"
9791185186917,,9.9,"10,800"
9791185186870,"1,002",10.0,"10,800"
9791185186856,"1,104",9.8,"10,800"
9791185173801,216,10.0,"13,500"
9791185173788,"4,785",9.8,"12,420"
9791185173726,78,9.9,"13,500"
9791185173696,210,9.9,"13,500"
9791185173689,216,10.0,"10,800"
9791185173665,144,9.9,"13,500"
9791185173641,354,10.0,"13,500"
9791185173634,108,10.0,"12,420"
9791185173535,336,9.6,"16,200"
9791185173481,"2,094",9.8,"13,500"
9791185173412,546,9.8,"10,800"
9791185173276,24,9.7,"8,100"
9791185173245,372,9.8,"10,800"
9791185173214,300,9.9,"10,800"
9791185173177,186,,"85,500"
9791185173092,"1,884",9.9,"10,800"
9791185173061,990,9.9,"10,800"
9791185173054,444,9.5,"9,000"
9791185173047,468,9.9,"10,800"
9791185173030,"7,041",9.9,"10,800"
9791185173023,936,9.5,"9,000"
9791185153438,726,9.5,"13,500"
9791185152783,"1,992",8.9,"9,000"
9791185152516,"5,217",9.3,"12,600"
9791185152431,"26,850",9.3,"12,600"
9791185152196,"3,276",9.2,"12,600"
9791185141305,882,9.1,"13,500"
9791185134536,,9.4,"14,400"
9791185104652,"1,746",9.0,"15,300"
9791185104454,,9.3,"13,500"
9791185104119,,8.7,"13,500"
9791185093918,492,9.3,"22,500"
9791185082295,,9.9,"10,800"
9791185082288,,9.8,"10,800"
9791185082240,,9.6,"9,900"
9791185072418,60,9.5,"9,900"
9791185072401,228,9.5,"11,700"
9791185072067,24,10.0,"12,600"
9791185057439,588,,"10,800"
9791185053486,660,9.8,"9,900"
9791185051888,402,8.6,"12,420"
9791185051871,762,8.8,"13,500"
9791185051826,522,9.5,"16,020"
9791185051215,36,8.6,"10,350"
9791185051093,276,8.9,"12,420"
9791185051062,555,9.2,"15,120"
9791185047027,,,"5,400"
9791185035499,468,9.0,"12,420"
9791185035444,"8,292",8.9,"15,300"
9791185021966,,8.9,"15,660"
9791185021737,,8.7,"12,330"
9791185018935,"3,246",10.0,"11,700"
9791185018812,372,10.0,"10,800"
9791185018799,174,10.0,"10,800"
9791185014838,"5,979",9.1,"9,000"
9791185014531,,9.1,"11,700"
9791185014517,,8.5,"12,420"
9791185014456,204,9.1,"13,320"
9791170520511,"4,476",9.8,"15,300"
9791170479147,78,,"11,700"
9791170478683,"3,648",9.8,"11,700"
9791170441168,858,9.9,"12,600"
9791170441045,"6,096",9.4,"10,800"
9791170441021,783,9.9,"11,700"
9791170440864,870,9.8,"11,700"
9791170440697,330,9.9,"10,800"
9791170440642,654,9.7,"10,800"
9791170440512,801,9.9,"11,700"
9791170440482,258,8.2,"10,800"
9791170440420,72,9.9,"11,700"
9791170440345,168,10.0,"10,800"
9791170440239,"4,275",9.7,"15,120"
9791170440147,"3,711",9.8,"10,800"
9791170440062,"3,024",9.3,"11,700"
9791170440048,"1,893",9.3,"10,800"
9791170440031,915,10.0,"13,500"
9791170440024,276,10.0,"10,800"
9791170432432,978,9.7,"15,300"
9791170432401,480,9.8,"16,200"
9791170432333,78,9.7,"14,400"
9791170432234,36,9.3,"14,400"
9791170432050,450,9.4,"14,400"
9791170432043,"1,050",9.2,"13,500"
9791170432029,276,9.5,"16,200"
9791170431923,258,9.7,"14,400"
9791170431893,408,9.6,"14,400"
9791170431824,96,9.0,"16,650"
9791170431770,414,9.7,"20,700"
9791170431695,"1,056",9.4,"15,300"
9791170431626,36,9.3,"14,850"
9791170431558,36,9.6,"16,200"
9791170431527,"2,874",9.7,"15,300"
9791170431299,48,8.7,"14,400"
9791170431237,"4,302",9.1,"14,400"
9791170431114,"1,506",9.4,"15,300"
9791170431084,354,9.2,"15,300"
9791170431015,"2,262",9.5,"14,400"
9791170430902,270,9.5,"17,820"
9791170430865,156,9.3,"13,500"
9791170430766,726,9.4,"14,400"
9791170430735,"1,350",9.0,"17,100"
9791170430650,228,9.7,"15,300"
9791170430537,24,8.8,"14,400"
9791170430414,72,9.4,"13,500"
9791170430353,954,9.4,"14,400"
9791170430308,"3,768",9.5,"14,400"
9791170410089,408,9.3,"10,800"
9791170400523,"71,814",9.6,"14,850"
9791170400370,"1,050",10.0,"17,100"
9791170400363,84,9.5,"12,150"
9791170400103,,9.1,"13,500"
9791170400097,"4,470",9.7,"12,150"
9791170400011,"3,216",9.3,"14,400"
9791170338956,60,9.7,"8,100"
9791170337768,978,8.6,"10,800"
9791170332077,48,9.1,"8,100"
9791170320784,,10.0,"16,200"
9791170288978,"1,860",9.7,"15,120"
9791170288107,270,9.6,"11,700"
9791170288091,144,9.9,"11,700"
9791170288015,72,10.0,"9,000"
9791170287902,"1,734",10.0,"11,700"
9791170287896,426,9.8,"9,000"
9791170287872,552,10.0,"10,800"
9791170287827,270,9.7,"10,800"
9791170287773,"2,496",9.9,"11,700"
9791170287766,"1,596",10.0,"9,900"
9791170287339,564,10.0,"10,800"
9791170287148,594,10.0,"10,800"
9791170287063,132,9.8,"11,700"
9791170287056,"2,382",9.8,"11,700"
9791170286950,96,10.0,"13,500"
9791170286929,159,10.0,"11,700"
9791170286912,864,10.0,"13,500"
9791170286905,72,9.6,"11,700"
9791170286790,576,9.8,"10,800"
9791170286776,36,10.0,"10,800"
9791170286752,693,9.6,"11,700"
9791170285861,192,10.0,"9,000"
9791170285854,132,9.7,"9,000"
9791170285809,84,9.9,"9,900"
9791170285786,150,9.4,"9,000"
9791170285779,906,9.3,"14,850"
9791170285762,372,10.0,"11,700"
9791170283959,324,9.1,"11,700"
9791170283942,"1,476",9.5,"12,600"
9791170283928,"1,497",9.6,"11,700"
9791170283836,"33,444",9.2,"11,700"
9791170283782,24,9.7,"11,700"
9791170283775,12,9.5,"11,700"
9791170283713,"1,512",9.0,"13,500"
9791170282990,,,
9791170282983,"1,644",9.3,"10,800"
9791170282976,"5,817",9.9,"11,700"
9791170282921,306,10.0,"11,700"
9791170282877,"2,376",9.7,"9,900"
9791170282815,384,9.9,"10,800"
9791170282754,348,9.8,"11,700"
9791170282716,"1,860",9.8,"9,900"
9791170281979,384,9.8,"11,700"
9791170281924,234,10.0,"13,500"
9791170281900,36,9.8,"9,900"
9791170281856,,10.0,"8,550"
9791170281696,396,9.4,"10,800"
9791170281528,24,,"9,900"
9791170281375,216,9.9,"10,800"
9791170281207,870,9.7,"12,150"
9791170281160,"2,535",9.7,"13,500"
9791170281139,"1,119",9.8,"14,850"
9791170280187,24,9.8,"9,900"
9791170280149,,,
9791170280118,,,
9791170280088,732,10.0,"9,900"
9791170264217,"1,818",9.8,"10,800"
9791170264156,210,9.8,"11,700"
9791170264040,60,10.0,"11,700"
9791170264026,"2,754",9.9,"11,700"
9791170263968,138,9.6,"10,800"
9791170263951,"1,098",9.9,"10,800"
9791170263814,450,9.6,"9,000"
9791170263807,354,8.8,"12,600"
9791170263777,"1,662",10.0,"12,420"
9791170263746,522,9.6,"12,420"
9791170263678,234,9.5,"10,800"
9791170263425,"1,302",9.6,"9,000"
9791170263272,"3,000",9.5,"11,700"
9791170263234,900,9.7,"10,800"
9791170263197,864,9.1,"11,700"
9791170263159,"4,158",9.7,"10,800"
9791170262725,378,9.6,"9,000"
9791170262626,306,9.3,"12,420"
9791170262534,"1,038",9.7,"9,000"
9791170262381,945,9.6,"11,700"
9791170262015,"14,775",9.2,"11,700"
9791170261582,996,9.9,"10,800"
9791170261100,"1,458",9.6,"10,800"
9791170260509,,9.0,"11,700"
9791170185840,"2,532",9.0,"11,700"
9791170185833,"1,284",9.8,"8,550"
9791170185819,648,9.8,"8,550"
9791170185802,216,9.5,"8,550"
9791170185697,"1,104",9.4,"11,700"
9791170185628,975,9.6,"11,700"
9791170185598,108,9.8,"8,550"
9791170185499,"3,234",9.8,"11,700"
9791170185468,684,9.6,"8,550"
9791170185444,114,9.8,"9,000"
9791170185208,864,9.6,"8,550"
9791170185192,"1,158",9.6,"9,000"
9791170185161,"1,290",9.5,"9,000"
9791170185154,156,9.6,"8,550"
9791170184362,"1,326",9.4,"9,000"
9791170184331,210,9.2,"8,550"
9791170184324,150,9.9,"8,550"
9791170184249,306,9.6,"8,550"
9791170184232,48,9.3,"10,800"
9791170184218,384,9.7,"8,550"
9791170184140,468,9.4,"8,550"
9791170184072,"1,122",9.4,"9,000"
9791170183976,306,9.6,"8,550"
9791170183969,"1,533",9.7,"9,000"
9791170183945,"2,376",9.4,"9,000"
9791170183921,258,9.8,"8,550"
9791170183914,"4,002",9.0,"9,000"
